title,heading,content,tokens
A120 Guest list for Nine Evenings: Theater and Engineering press briefing,Q19844,"NINE EVENINGS: THEATER AND ENGINEERING
Press Briefing September 29, 1966
-
GUEST LIST
Art International
Lucy Lippard
Art in America
Ruth Wolfe
New Yorker
Calvin Tompkins, Mr. Felkes
Vogue
Priscilla Peck
Harper's Bazaar
Ruth Ansel
Time
Rosalind Constable
Mademoiselle
Roger Schoening
Fortune
Emily He ine
Holiday
Miss Corso, Ben Kramer
Look
Pucci Meyers
Wall Street Journal
John O'Connor
Saturday Review
Henry Hewes
Horizon
Jane Wilson
Life
David Bourdon, Yale Joel (photographer)
Robyn Richmond, Laura Ball
Cosmopolitan
Miss Braut
Family Circle
Larry Goldsmith, Natalie Schram
Saturday Evening Post
Mr. Shestack
Swedish Information Bur.
Messrs. Pretorias and Pers
Women's Wear Daily
1 representative
Washington (D. C. Journal)
Klaus Wust and assistant
art critics
Electronics Illustrated
Dore Ashton, Gert Schiff (for H. W. Janson)
Alex Grant and George Kern
Architectural Record
Mildred Schmertz, Linda Millenstein, Robert
Smith (photographer)
Progressive Architecture
C. Ray Smith (also covering for Journal of U.S.
Institute for Theater Technology), Ed Carpentor,
Messrs. Burns and Shriver
Electronics News
Nat Snyderman and photographer
Control Engineering
Architectural Review
1 representative (may be Mr. Kramer, editor)
news
Mr. Margolies
Popular Electronics
Ron Bentey
Science & Mechanics
Bob DiLorenzo
E.E.E.
George Rostky, Messrs. Findley & Elfink
E.D.M.
M. Shatadsky
Manhattan East
2 representatives
Villager
Miss Ducel
Books
Jerry Agel
NBC
Lucy arvis
WCBS
Gordon Hyatt",444
A189 9 Evenings correspondence,Q19849,"Gentlemen:
On behalf of the Tekniska Museet and Dagens Nyheter we wish to express our appreciation and sincere gratitude for all your interested efforts and hard work, you have devoted to engineer all kinds of new and brilliant projects for the Festival of Art and Technology. Though the Festival will not take place in Stockholm which we regret very deeply we are convinced that your work will prove to be a fruitful contribution to the advancement of both Art and Technology. With the Festival now being launched in the New York Armory rich in traditions we hope that the event will be a great succes, and that this will give you full compensation for the frustrating difficulties entangled in the Stockholm project. We wish you good luck. Should you happen to pass through Stockholm in the future, don't hesitate to get in touch with us",164
A193 9 Evenings correspondence,Q19854,"Dear Vera:

In our telephone conversation the other day you asked for more information on the 1966 Festival of Theater and Engineering. I hope this will give you a clear idea of what we are doing.

""We"" are 10 New York artists:

Lucinda Childs - choreographer, dancer
John Cage - composer, writer
Oyvind Fahlstrom - painter, poet
Alex Hay - painter, choreographer
Deborah Hay - choreographer, dancer
Claes Oldenburg - painter, happening-author
Steve Paxton - choreographer, dancer
Robert Whitman - sculptor, happening-author
David Tudor - musician

and myself. All the artists have exhibited/performed their works here in the past and all are artists of great reputation and daring. We are all involved in our own individual ways of experimenting with modern technology and exploring the possibilities of the interaction between art and professional technology.

Since last January we have been working steadily with about 30 engineers from Bell Laboratories led by Billy Klüver, the technical engineer for Tinguely, Johns and others. The artists suggested ideas and problems for performance situations and the engineers came up with ingenious technical solutions. In the spring we began building equipment and now we have almost all the devices completed. The cooperation of the artists and scientists has produced very exciting and POSITIVE achievements.

Originally we were to perform in a Festival of Art and Technology in Stockholm this September. However, serious differences arose between our Swedish sponsor and ourselves in attitude and approach toward the Festival. These conflicts prevented the rapport necessary for this large scale international project. Although the cancellation of the Stockholm arrangements was a rough setback, the American artists and scientists refused to lose the courage of their commitment. Together we have resolved to make a success of the Festival here in New York.",373
A193 9 Evenings correspondence,Q19855,"PAGE TWO
Our plans are as follows:

11 performances, from October 13 - 23, 1966. The Festival will be held at the Armory at Lexington Avenue and 25th Street, a marvelous space for our performances. The budget is $50,000, covering the cost of designing and building the technical equipment, production costs, rental of the Armory, lighting stage expenses, insurance fees and the like.

We anticipate a minimum audience of 10,000 people. This is a conservative estimate, since there will be thorough press coverage. LIFE, ESQUIRE, and other national magazines plan feature stories. Of course, the art, dance/music and science/engineering publications will give us very heavy before and after coverage. Some interest has been expressed by a television network for a special on the Festival, and several local TV stations plan some coverage. In addition, a new environmental publication called BROADSIDE, published by Marion Javits and Clay Felker, will devote its entire first issue (guest edited by me) to the Festival.

Even with capacity crowds, however, the Festival is not a “commercial” venture. Any profits will go towards a new foundation for the development our ideas. Art critics and philosophers have recently become excited by the interaction of the two formerly opposite poles of art and technology. Scientists and artists have much to learn from each other and their exchange has unknown possibilities. This inter-discipline activity is inevitable, but we feel we can give it an immediate push-in the right direction. X

As LIFE magazine says in its current issue, the Festival ""which will take place in the same Armory the 1913 Armory Show, may go down in art history as another landmark.” In my opinion, LIFE was being too cautious.  The Festival will be a unique avant garde occurrence. New ground needs to be broken and it should be here in New York, the vital center of art and technology.

Vera, I hope that you will share our enthusiasm and give us your financial support. Since we are pressed by time, I would appreciate your reactions as soon as possible.

With thanks in advance.",441
A193 9 Evenings correspondence,Q19853,"Note:
Add for industry people at X on second page:

Industry is one of the greater influences on our lives and should take a significantly larger role in our cultural activities. It is our hope that industry will understand and aid the artist to use
new technology in a professional way as a material for art.

Also make appropriate changes in the opening and closing paragraphs.",78
A203 9 Evenings memo,Q19859,"We need the following information for the coordination of the ceiling and lighting. Would you please fill out the diagrams as directed and return them to us immediately (so we'll have them tomorrow).

Ceiling Diagram
Put a mark on the floor diagram corresponding to the location where an object is to hang or come from the ceiling. On an adjoining paper would you give a description of the object and its direction of movement, if any.

Lighting
We need an estimate of how many lights you will need, of what type and the Watts. (All lights must be 110 voits.) If you have any special lighting effects and problems, please list these in detail. (This is to enable the engineers to make the system adequate to handle your lighting).

Projection Diagram
Show plans for TV, slide and movie projections, if any.

Tickets
Number of complimentary tickets desired (if possible).

How many people will be in your event?
(For Insurance reference)

Do you have any construction problems that are not being worked on?",220
A203 9 Evenings memo,Q19857,"NINE EVENINGS: THEATER AND ENGINEERING

69th Regiment Armory
25th Street and Lexington Ave.
New York, New York

Production Office: 689-2468
Box Office: 689-3315",51
A210 9 Evenings press release,Q19863,"TECHNOLOGY FOR ART's SAKE
 Electric circuits played ""steal the base"" while 100-watt light bulbs flashed on and off and speakers gurgled and boomed around the room. A tiny flash-light bulb moved over an electronic board, and across the room another battery of light bulbs obediently blazed. An engineer and a dancer engaged in a spirited tennis volley, delighted with the rhythmic bongs as the ball hit an electronically wired racquet. The first technical rehearsal was under way for ""Nine Evenings Theater and Engineering.",113
A210 9 Evenings press release,Q19861,"FROM:
 Nina Kaiden/Eleanor Howard
 RUDER & FINN INCORPORATED
 130 East 59th Street
 New York, New York
 10022
 PLaza 9-1800",43
A210 9 Evenings press release,Q19866,"For two long days last weekend artists and engineers alternately conferred and tested the first electronic environmental system ever developed for theater use. Called THEME (Theater Environmental Modular Electronic), the system is the most ambitious of the technical projects undertaken in connection with the ""Nine Evenings.""",56
A210 9 Evenings press release,Q19867,"""Nine Evenings Theater and Engineering"" is a series of unique performances which will be presented in New York City from October 13 to 23 at the 69th Regiment Armory , 25th Street and Lexington Avenue. They are the result of extraordinary cooperation between artists and scientists.",53
A210 9 Evenings press release,Q19864,"Billy Kluver of the Physical Optics and Electronics Research Department of Bell Telephone Laboratories, Inc., supervised and coordinated the work of the many engineers from Bell Laboratories who have devoted their evenings and weekends to the project since last January.",45
A210 9 Evenings press release,Q19865,"Participating artists are John Cage, Lucinda Childs , Oyvind Fahlstrom, Alex Hay, Deborah Hay, Steve Paxton, Yvonne Rainer, Robert Rauschenberg, David Tudor, and Robert Whitman.",48
Julie Martin Oral History Transcript,Q19968,"An interview with Julie Martin: It was the first performance at the Reuben Gallery in the fall of ’59. People began calling Anita Reuben [née Rubin], who owned the gallery, and her husband at the time, Max Baker, who was handling publicity, and asking, “When’s the next happening?” Max Baker liked the word and they began to use the word for all of the performances the artists were doing from then on. Red Grooms did, I believe, “plays”; Whitman always talked about “theater performances” or “theater pieces”; Oldenburg called his performance series Ray Gun Theater; and Jim Dine also talked about “painter’s theater.” Their works always had a script or score and was always a distinction between the audience and the performers, even if the action sometimes surrounded the audience, as in Whitman’s Flower when some actions took place behind the rows of audience seats, or in Night Time Sky, where the audience sat in a large white cloth dome and events took place in alcoves above their heads and films were projected on the dome walls. Or in Oldenburg’s Ray Gun Theater, the audience was lined up along the walls in a very long narrow space. Kaprow went on to do pieces where he involved the audience. For instance he carried people into the large waiting room at Grand Central Station [New York; Calling, 1965]. If you want to use the word Happenings, there is a tradition and a trajectory that Kaprow started and pursued very different from the others. These other artists really were talking about theater and a new form of theater. So that’s why I don’t call them Happenings.
 Billy has talked about working with Claes—that Claes would write a script, and this was Ray Gun Theater when he did the series, then people would rehearse during the week and perform it on the weekends. And then next week there’d be a new script. Dine’s was more psychological, about himself a lot. But Whitman always said you could redo his pieces. He talks about scripts or scores with the idea of performing them in the future. His was a form of non-narrative, image- based theater. This is why I say the difference. Now, unfortunately, [Mildred L.] Milly Glimcher gave in and called her book Happenings[: New York, 1958–1963, 2012]. I like to make the distinction and I think the artists feel pretty strongly about it.",539
